,YEAR,LocationDesc,TopicDesc,MeasureDesc,Response,Data_Value,Sample_Size,Gender,Race,Age
29655,2011,Kentucky,Cigarette Use (Adults),Smoking Status,Former,26.9,3720,Male,All Races,All Ages
29656,2011,Wisconsin,Cigarette Use (Adults),Smoking Status,Former,22.7,3107,Female,All Races,All Ages
29657,2012,Virginia,Cigarette Use (Adults),Current Smoking,,19,7154,Overall,All Races,All Ages
29658,2012,New Mexico,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,49,444,Male,All Races,All Ages
29659,2012,Puerto Rico,Cigarette Use (Adults),Current Smoking,,9.2,3964,Female,All Races,All Ages
29660,2011,California,Smokeless Tobacco Use (Adults),User Status,Current,0.4,10650,Female,All Races,All Ages
29661,2012,South Dakota,Smokeless Tobacco Use (Adults),Current Use,,6.4,7808,Overall,All Races,All Ages
29662,2012,Puerto Rico,Smokeless Tobacco Use (Adults),User Status,Not Current,99.4,2320,Male,All Races,All Ages
29663,2011,Washington,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,,Female,All Races,All Ages
29664,2011,Florida,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,55.3,654,Male,All Races,All Ages
29665,2011,Missouri,Cigarette Use (Adults),Smoking Frequency,Some Days,22.2,1365,Overall,All Races,All Ages
29666,2012,Rhode Island,Cigarette Use (Adults),Smoking Status,Never,57.8,3297,Female,All Races,All Ages
29667,2012,North Carolina,Cigarette Use (Adults),Current Smoking,,15.4,6395,Overall,All Races,Age 25 and Older
29668,2011,New Hampshire,Cigarette Use (Adults),Smoking Frequency,Every Day,79,965,Overall,All Races,All Ages
29669,2012,Wisconsin,Smokeless Tobacco Use (Adults),Current Use,,7.6,2180,Male,All Races,All Ages
29670,2011,Idaho,Cigarette Use (Adults),Current Smoking,,23.1,1764,Overall,All Races,Age 20 and Older
29671,2011,Washington,Smokeless Tobacco Use (Adults),User Status,Current,3.6,14763,Overall,All Races,All Ages
29672,2012,Tennessee,Smokeless Tobacco Use (Adults),Current Use,,5.1,1773,Overall,All Races,Age 20 and Older
29673,2011,Montana,Smokeless Tobacco Use (Adults),Current Use,,5.5,5889,Overall,All Races,Age 25 and Older
29674,2011,New Hampshire,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,60.1,3217,Overall,All Races,All Ages
29675,2012,South Dakota,Cigarette Use (Adults),Smoking Frequency,Some Days,29.2,695,Male,All Races,All Ages
29676,2011,Rhode Island,Cigarette Use (Adults),Smoking Status,Never,55.5,4007,Female,All Races,All Ages
29677,2011,Idaho,Smokeless Tobacco Use (Adults),Current Use,,6,1767,Overall,All Races,Age 20 and Older
29678,2011,Arkansas,Cigarette Use (Adults),Smoking Status,Former,28.6,1694,Male,All Races,All Ages
29679,2012,Utah,Cigarette Use (Adults),Current Smoking,,11.9,5155,Male,All Races,All Ages
29680,2011,Maine,Smokeless Tobacco Use (Adults),User Status,Not Current,99.5,8076,Female,All Races,All Ages
29681,2011,Idaho,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,63.3,173,Male,All Races,All Ages
29682,2012,Oklahoma,Smokeless Tobacco Use (Adults),Current Use,,7.9,2437,Overall,All Races,Age 20 and Older
29683,2011,Pennsylvania,Smokeless Tobacco Use (Adults),Current Use,,5.1,2654,Overall,All Races,25 to 44 Years
29684,2012,Utah,Smokeless Tobacco Use (Adults),User Status,Not Current,99.2,7055,Female,All Races,All Ages
29685,2012,New York,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,59.6,319,Female,All Races,All Ages
29686,2011,Alaska,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,51.4,256,Male,All Races,All Ages
29687,2011,North Dakota,Smokeless Tobacco Use (Adults),Current Use,,2.3,758,Female,All Races,18 to 44 Years
29688,2011,Hawaii,Cigarette Use (Adults),Smoking Frequency,Every Day,72.4,1038,Overall,All Races,All Ages
29689,2012,South Carolina,Cigarette Use (Adults),Current Smoking,,16.7,6984,Overall,All Races,Age 20 and Older
29690,2011,Maine,Cigarette Use (Adults),Current Smoking,,7.9,4277,Overall,All Races,65 Years and Older
29691,2012,West Virginia,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,73.1,356,Overall,All Races,All Ages
29692,2011,Virginia,Cigarette Use (Adults),Smoking Status,Current,20.9,6562,Overall,All Races,All Ages
29693,2011,Wyoming,Smokeless Tobacco Use (Adults),Current Use,,9.8,6861,Overall,All Races,All Ages
29694,2011,Kansas,Cigarette Use (Adults),Current Smoking,,19.5,12535,Female,All Races,All Ages
29695,2011,Massachusetts,Smokeless Tobacco Use (Adults),Current Use,,0.7,6432,Overall,All Races,65 Years and Older
29696,2012,Ohio,Smokeless Tobacco Use (Adults),Current Use,,3.6,6462,Overall,All Races,Age 20 and Older
29697,2011,Wisconsin,Smokeless Tobacco Use (Adults),User Status,Not Current,92.4,2187,Male,All Races,All Ages
29698,2011,Oregon,Smokeless Tobacco Use (Adults),Current Use,,1.1,885,Female,All Races,18 to 44 Years
29699,2011,Nevada,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,45.4,127,Overall,All Races,All Ages
29700,2011,District of Columbia,Cigarette Use (Adults),Current Smoking,,15,3291,Overall,All Races,Age 25 and Older
29701,2012,New Mexico,Cigarette Use (Adults),Smoking Status,Current,16.7,5093,Female,All Races,All Ages
29702,2012,West Virginia,Cigarette Use (Adults),Current Smoking,,28.9,2015,Overall,All Races,Age 25 and Older
29703,2011,Vermont,Cigarette Use (Adults),Smoking Status,Current,19.1,7053,Overall,All Races,All Ages
29704,2012,New York,Cigarette Use (Adults),Current Smoking,,18.4,2219,Overall,All Races,45 to 64 Years
29705,2011,West Virginia,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,30,293,Overall,All Races,All Ages
29706,2012,Puerto Rico,Cigarette Use (Adults),Smoking Status,Former,13.4,3964,Female,All Races,All Ages
29707,2011,Utah,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,55.5,470,Male,All Races,All Ages
29708,2011,North Dakota,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,54.1,1179,Male,All Races,All Ages
29709,2011,Mississippi,Cigarette Use (Adults),Smoking Status,Never,42.4,3099,Male,All Races,All Ages
29710,2011,Connecticut,Cigarette Use (Adults),Smoking Frequency,Some Days,32.4,406,Male,All Races,All Ages
29711,2012,Texas,Cigarette Use (Adults),Current Smoking,,23.4,3644,Male,All Races,All Ages
29712,2011,New Jersey,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,60.5,6925,Overall,All Races,All Ages
29713,2011,Rhode Island,Smokeless Tobacco Use (Adults),User Status,Not Current,98.6,6524,Overall,All Races,All Ages
29714,2011,Michigan,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,49.3,318,Overall,All Races,All Ages
29715,2011,Kansas,Smokeless Tobacco Use (Adults),Current Use,,6.8,5531,Overall,All Races,Age 25 and Older
29716,2011,Florida,Smokeless Tobacco Use (Adults),Current Use,,5.1,1164,Overall,All Races,Age 25 and Older
29717,2012,Oklahoma,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,46.6,2002,Female,All Races,All Ages
29718,2012,West Virginia,Cigarette Use (Adults),Current Smoking,,41.4,756,Overall,All Races,Age 20 and Older
29719,2012,Texas,Cigarette Use (Adults),Current Smoking,,24,2006,Overall,All Races,Age 25 and Older
29720,2011,Kansas,Smokeless Tobacco Use (Adults),Current Use,,6.9,938,Overall,All Races,18 to 24 Years
29721,2011,Georgia,Cigarette Use (Adults),Smoking Frequency,Some Days,32.5,1612,Overall,All Races,All Ages
29722,2011,North Carolina,Smokeless Tobacco Use (Adults),User Status,Not Current,91,4314,Male,All Races,All Ages
29723,2011,Indiana,Cigarette Use (Adults),Smoking Frequency,Every Day,74.5,992,Female,All Races,All Ages
29724,2011,Mississippi,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,53.6,549,Male,All Races,All Ages
29725,2012,Wisconsin,Cigarette Use (Adults),Smoking Frequency,Some Days,33,405,Male,All Races,All Ages
29726,2012,New Mexico,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,,Female,All Races,All Ages
29727,2011,Delaware,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,42.9,71,Male,All Races,All Ages
29728,2011,Iowa,Smokeless Tobacco Use (Adults),User Status,Current,4.2,7351,Overall,All Races,All Ages
29729,2012,North Carolina,Smokeless Tobacco Use (Adults),Current Use,,4.8,2288,Overall,All Races,Age 25 and Older
29730,2012,Wisconsin,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,57,2456,Overall,All Races,All Ages
29731,2011,Michigan,Smokeless Tobacco Use (Adults),Current Use,,5.9,597,Overall,All Races,18 to 24 Years
29732,2011,South Dakota,Cigarette Use (Adults),Smoking Status,Former,21.9,4925,Female,All Races,All Ages
29733,2011,Colorado,Smokeless Tobacco Use (Adults),Current Use,,0.6,1930,Female,All Races,18 to 44 Years
29734,2012,Oklahoma,Cigarette Use (Adults),Current Smoking,,27.8,2485,Overall,All Races,Age 20 and Older
29735,2011,Kansas,Smokeless Tobacco Use (Adults),Current Use,,5.7,1293,Overall,All Races,Age 25 and Older
29736,2011,Louisiana,Smokeless Tobacco Use (Adults),User Status,Not Current,95.5,10925,Overall,All Races,All Ages
29737,2011,Rhode Island,Smokeless Tobacco Use (Adults),Current Use,,0.9,2713,Overall,All Races,45 to 64 Years
29738,2011,Alabama,Smokeless Tobacco Use (Adults),Current Use,,8.3,1550,Overall,All Races,25 to 44 Years
29739,2011,West Virginia,Cigarette Use (Adults),Smoking Status,Current,28.6,5263,Overall,All Races,All Ages
29740,2011,Tennessee,Cigarette Use (Adults),Smoking Frequency,Some Days,19.1,381,Male,All Races,All Ages
29741,2011,New Mexico,Smokeless Tobacco Use (Adults),Current Use,,3.6,5376,Overall,All Races,Age 25 and Older
29742,2011,Nebraska,Smokeless Tobacco Use (Adults),Current Use,,6.7,8688,Overall,All Races,Age 20 and Older
29743,2012,Utah,Smokeless Tobacco Use (Adults),Current Use,,4.6,2821,Overall,All Races,Age 25 and Older
29744,2011,Vermont,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,61.7,3517,Overall,All Races,All Ages
29745,2011,Arizona,Cigarette Use (Adults),Current Smoking,,24,1614,Overall,All Races,Age 25 and Older
29746,2012,North Carolina,Smokeless Tobacco Use (Adults),User Status,Current,6.9,4599,Male,All Races,All Ages
29747,2011,Nebraska,Cigarette Use (Adults),Current Smoking,,17.9,15135,Female,All Races,All Ages
29748,2011,Oregon,Cigarette Use (Adults),Smoking Status,Current,19.7,6217,Overall,All Races,All Ages
29749,2011,Nebraska,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,52.9,100,Female,All Races,All Ages
29750,2011,Michigan,Cigarette Use (Adults),Smoking Status,Current,27.2,4412,Male,All Races,All Ages
29751,2011,Guam,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,67.3,100,Overall,All Races,All Ages
29752,2011,District of Columbia,Cigarette Use (Adults),Smoking Status,Never,51.7,1723,Male,All Races,All Ages
29753,2011,New York,Cigarette Use (Adults),Current Smoking,,23,1696,Overall,All Races,Age 25 and Older
29754,2012,Wyoming,Smokeless Tobacco Use (Adults),Current Use,,10.1,307,Overall,All Races,Age 25 and Older
29755,2011,South Dakota,Cigarette Use (Adults),Current Smoking,,21.2,3229,Overall,All Races,45 to 64 Years
29756,2012,Oregon,Cigarette Use (Adults),Smoking Frequency,Every Day,65.8,407,Female,All Races,All Ages
29757,2011,Oklahoma,Cigarette Use (Adults),Smoking Frequency,Some Days,25.5,1104,Female,All Races,All Ages
29758,2012,Oregon,Smokeless Tobacco Use (Adults),Current Use,,0.8,3107,Female,All Races,All Ages
29759,2012,New Mexico,Cigarette Use (Adults),Current Smoking,,19.4,1445,Female,All Races,18 to 44 Years
29760,2011,Montana,Cigarette Use (Adults),Smoking Frequency,Some Days,26.2,1027,Female,All Races,All Ages
29761,2011,Iowa,Cigarette Use (Adults),Smoking Status,Former,20.9,4331,Female,All Races,All Ages
29762,2011,Missouri,Cigarette Use (Adults),Current Smoking,,26.4,2479,Male,All Races,All Ages
29763,2011,Florida,Cigarette Use (Adults),Current Smoking,,23.4,4545,Overall,All Races,45 to 64 Years
29764,2011,Arizona,Cigarette Use (Adults),Current Smoking,,14.7,4011,Overall,All Races,Age 20 and Older
29765,2011,Michigan,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,55,1463,Overall,All Races,All Ages
29766,2012,North Carolina,Cigarette Use (Adults),Current Smoking,,15.5,6708,Overall,All Races,Age 20 and Older
29767,2011,Rhode Island,Cigarette Use (Adults),Current Smoking,,30.2,541,Overall,All Races,Age 20 and Older
29768,2011,Illinois,Smokeless Tobacco Use (Adults),Current Use,,2.7,2117,Overall,All Races,45 to 64 Years
29769,2011,Kentucky,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,59.9,492,Overall,All Races,All Ages
29770,2011,Connecticut,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,60.2,1315,Male,All Races,All Ages
29771,2011,North Dakota,Smokeless Tobacco Use (Adults),Current Use,,8.4,330,Overall,All Races,Age 25 and Older
29772,2011,Rhode Island,Cigarette Use (Adults),Current Smoking,,21.9,1010,Female,All Races,18 to 44 Years
29773,2011,Montana,Smokeless Tobacco Use (Adults),Current Use,,11.8,519,Overall,All Races,18 to 24 Years
29774,2011,North Dakota,Cigarette Use (Adults),Smoking Frequency,Every Day,72.9,408,Male,All Races,All Ages
29775,2011,Alabama,Cigarette Use (Adults),Current Smoking,,17.5,3704,Overall,All Races,Age 25 and Older
29776,2011,Kansas,Cigarette Use (Adults),Current Smoking,,24.6,8081,Male,All Races,All Ages
29777,2011,California,Cigarette Use (Adults),Smoking Status,Current,13.7,17985,Overall,All Races,All Ages
29778,2012,North Dakota,Cigarette Use (Adults),Smoking Status,Never,59.9,2700,Female,All Races,All Ages
29779,2011,Alaska,Cigarette Use (Adults),Smoking Status,Current,23,1892,Female,All Races,All Ages
29780,2012,Utah,Cigarette Use (Adults),Current Smoking,,6,7937,Overall,All Races,Age 25 and Older
29781,2011,Alabama,Smokeless Tobacco Use (Adults),Current Use,,1.5,1238,Female,All Races,18 to 44 Years
29782,2011,New York,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,58.4,3474,Overall,All Races,All Ages
29783,2011,Louisiana,Cigarette Use (Adults),Smoking Frequency,Every Day,75,2174,Overall,All Races,All Ages
29784,2011,West Virginia,Smokeless Tobacco Use (Adults),User Status,Not Current,99.5,3210,Female,All Races,All Ages
29785,2011,Massachusetts,Smokeless Tobacco Use (Adults),Current Use,,2.6,8474,Male,All Races,All Ages
29786,2011,Connecticut,Cigarette Use (Adults),Smoking Status,Never,55.1,6792,Overall,All Races,All Ages
29787,2011,Maryland,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,40.8,185,Overall,All Races,All Ages
29788,2011,Utah,Cigarette Use (Adults),Smoking Status,Current,9.6,7152,Female,All Races,All Ages
29789,2011,Nebraska,Cigarette Use (Adults),Smoking Status,Never,50.2,10189,Male,All Races,All Ages
29790,2011,Michigan,Smokeless Tobacco Use (Adults),Current Use,,3,6425,Overall,All Races,Age 25 and Older
29791,2011,Maine,Smokeless Tobacco Use (Adults),Current Use,,5.3,5147,Male,All Races,All Ages
29792,2012,North Carolina,Cigarette Use (Adults),Smoking Status,Former,21.2,7152,Female,All Races,All Ages
29793,2012,Oklahoma,Smokeless Tobacco Use (Adults),Current Use,,7.5,387,Overall,All Races,18 to 24 Years
29794,2012,New Jersey,Cigarette Use (Adults),Current Smoking,,17.3,15009,Overall,All Races,All Ages
29795,2011,South Carolina,Smokeless Tobacco Use (Adults),User Status,Current,1,7843,Female,All Races,All Ages
29796,2012,Tennessee,Cigarette Use (Adults),Current Smoking,,17.2,3592,Overall,All Races,Age 20 and Older
29797,2011,New Mexico,Cigarette Use (Adults),Smoking Frequency,Some Days,33.6,914,Female,All Races,All Ages
29798,2011,West Virginia,Smokeless Tobacco Use (Adults),Current Use,,8.6,256,Overall,All Races,18 to 24 Years
29799,2011,Virginia,Smokeless Tobacco Use (Adults),Current Use,,6,580,Overall,All Races,Age 25 and Older
29800,2012,New Mexico,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,51.6,557,Female,All Races,All Ages
29801,2012,Ohio,Smokeless Tobacco Use (Adults),Current Use,,1.3,3957,Overall,All Races,65 Years and Older
29802,2011,Missouri,Smokeless Tobacco Use (Adults),Current Use,,9.5,325,Overall,All Races,18 to 24 Years
29803,2011,Montana,Cigarette Use (Adults),Smoking Status,Never,46.3,4387,Male,All Races,All Ages
29804,2011,Oklahoma,Cigarette Use (Adults),Current Smoking,,26.1,8508,Overall,All Races,All Ages
29805,2011,Missouri,Smokeless Tobacco Use (Adults),User Status,Current,9.7,2483,Male,All Races,All Ages
29806,2012,New Mexico,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,49.1,248,Male,All Races,All Ages
29807,2012,Oregon,Cigarette Use (Adults),Smoking Frequency,Some Days,32.5,314,Male,All Races,All Ages
29808,2011,Oklahoma,Cigarette Use (Adults),Smoking Status,Former,24.7,8508,Overall,All Races,All Ages
29809,2012,Tennessee,Cigarette Use (Adults),Smoking Status,Former,19.9,4357,Female,All Races,All Ages
29810,2012,Oklahoma,Cigarette Use (Adults),Smoking Frequency,Some Days,24.4,951,Female,All Races,All Ages
29811,2011,Vermont,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,64.3,1959,Female,All Races,All Ages
29812,2011,Oregon,Smokeless Tobacco Use (Adults),User Status,Not Current,95.6,6245,Overall,All Races,All Ages
29813,2011,Louisiana,Cigarette Use (Adults),Current Smoking,,39.8,1606,Overall,All Races,Age 20 and Older
29814,2011,Minnesota,Smokeless Tobacco Use (Adults),Current Use,,2.3,3762,Overall,All Races,65 Years and Older
29815,2011,Minnesota,Smokeless Tobacco Use (Adults),Current Use,,5.5,612,Overall,All Races,Age 25 and Older
29816,2011,Vermont,Smokeless Tobacco Use (Adults),User Status,Not Current,95.3,2850,Male,All Races,All Ages
29817,2011,Texas,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,58.4,818,Female,All Races,All Ages
29818,2011,South Carolina,Smokeless Tobacco Use (Adults),Current Use,,1.9,4333,Overall,All Races,65 Years and Older
29819,2012,Puerto Rico,Smokeless Tobacco Use (Adults),Current Use,,0.5,1323,Overall,All Races,Age 25 and Older
29820,2011,Puerto Rico,Cigarette Use (Adults),Current Smoking,,14.8,6607,Overall,All Races,All Ages
29821,2011,Idaho,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,45.4,642,Overall,All Races,All Ages
29822,2012,North Dakota,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,53.1,1064,Female,All Races,All Ages
29823,2012,Oregon,Smokeless Tobacco Use (Adults),Current Use,,3.8,5199,Overall,All Races,All Ages
29824,2011,Nebraska,Cigarette Use (Adults),Current Smoking,,16.3,14297,Overall,All Races,Age 20 and Older
